Summary,Issue Type,Priority,Component,Labels,Finding Count,Worst Priority,Current Version(s),Recommended Fix Version(s),CVE/ID List,Description
[Security] Upgrade spring-web — 11 known vulnerabilities (Critical),Bug,Highest,spring-web,"security,dependency-upgrade,spring-web",11,P1 - Critical,5.3.23,"5.3.32, 5.3.33, 5.3.34, 5.3.38, 6.0.0, 6.1.14, 6.2.17, 6.2.18, 7.0.9","CVE-2016-1000027, CVE-2024-22243, CVE-2026-22740, CVE-2026-59281, CVE-2024-22243, CVE-2024-22259, CVE-2024-22243, CVE-2024-22259, CVE-2024-22262, CVE-2026-59314, CVE-2026-41845, CVE-2024-38809, CVE-2026-22735, CVE-2022-22968, CVE-2024-38820","h2. Summary
Component *spring-web* has *11* known vulnerabilities identified by Dependency-Check / Snyk scans.
Current version(s) in use: 5.3.23
Recommended target version(s): 5.3.32, 5.3.33, 5.3.34, 5.3.38, 6.0.0, 6.1.14, 6.2.17, 6.2.18, 7.0.9

h2. Findings
||Priority||CVE / ID||Title||CVSS||Exploit Maturity||Fix||
|P1 - Critical|CVE-2016-1000027|CWE-502 Deserialization of Untrusted Data|9.8 CRITICAL|Proof-of-Concept (CVSS temporal)|See NVD/vendor advisory for patched version|
|P2 - High|CVE-2024-22243|Open Redirect|7.8 HIGH|proof of concept|Upgrade org.springframework:spring-web to version 5.3.32, 6.0.17, 6.1.4 or higher.|
|P2 - High|CVE-2026-22740|Incomplete Cleanup|7.8 HIGH|not defined|Upgrade org.springframework:spring-web to version 6.2.18, 7.0.7 or higher.|
|P2 - High|CVE-2026-59281|Cross-site Scripting (XSS)|7.8 HIGH|not defined|Upgrade org.springframework:spring-web to version 7.0.9 or higher.|
|P2 - High|CVE-2024-22243, CVE-2024-22259|Open Redirect|7.8 HIGH|not defined|Upgrade org.springframework:spring-web to version 5.3.33, 6.0.18, 6.1.5 or higher.|
|P2 - High|CVE-2024-22243, CVE-2024-22259, CVE-2024-22262|Open Redirect|5.5 MEDIUM|proof of concept|Upgrade org.springframework:spring-web to version 5.3.34, 6.0.19, 6.1.6 or higher.|
|P2 - High|CVE-2026-59314|HTTP Response Splitting|5.5 MEDIUM|not defined|Upgrade org.springframework:spring-web to version 7.0.9 or higher.|
|P2 - High|CVE-2026-41845|Cross-site Scripting (XSS)|5.5 MEDIUM|not defined|Upgrade org.springframework:spring-web to version 6.0.0, 6.2.19, 7.0.8 or higher.|
|P2 - High|CVE-2024-38809|Denial of Service (DoS)|5.5 MEDIUM|not defined|Upgrade org.springframework:spring-web to version 5.3.38, 6.0.23, 6.1.12 or higher.|
|P3 - Medium|CVE-2026-22735|Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection')|2.5 LOW|not defined|Upgrade org.springframework:spring-web to version 6.2.17, 7.0.6 or higher.|
|P3 - Medium|CVE-2022-22968, CVE-2024-38820|Improper Handling of Case Sensitivity|2.5 LOW|not defined|Upgrade org.springframework:spring-web to version 6.1.14 or higher.|

h2. Notes
* Reachability, business criticality and remediation-effort assessment for each finding are in the attached master CSV (vulnbank_vulnerability_triage.csv).
* Filed from security triage backlog — close this ticket once the component is upgraded to the recommended version and a re-scan shows no regressions."
[Security] Upgrade spring-security-web — 7 known vulnerabilities (Critical),Bug,Highest,spring-security-web,"security,dependency-upgrade,spring-security-web",7,P1 - Critical,5.7.4,"5.6.9, 5.7.13, 5.7.14, 5.7.8, 6.5.11, 6.5.9","CVE-2022-31692, CVE-2024-38821, CVE-2026-22732, CVE-2026-22747, CVE-2026-47838, CVE-2023-20862, CVE-2024-38827, CVE-2026-41706","h2. Summary
Component *spring-security-web* has *7* known vulnerabilities identified by Dependency-Check / Snyk scans.
Current version(s) in use: 5.7.4
Recommended target version(s): 5.6.9, 5.7.13, 5.7.14, 5.7.8, 6.5.11, 6.5.9

h2. Findings
||Priority||CVE / ID||Title||CVSS||Exploit Maturity||Fix||
|P1 - Critical|CVE-2022-31692|Authorization Bypass|9.8 CRITICAL|proof of concept|Upgrade org.springframework.security:spring-security-web to version 5.6.9, 5.7.5 or higher.|
|P1 - Critical|CVE-2024-38821|Missing Authorization|9.3 CRITICAL|proof of concept|Upgrade org.springframework.security:spring-security-web to version 5.7.13, 5.8.15, 6.2.7, 6.3.4 or higher.|
|P2 - High|CVE-2026-22732|Use of Cache Containing Sensitive Information|9.3 CRITICAL|not defined|Upgrade org.springframework.security:spring-security-web to version 6.5.9, 7.0.4 or higher.|
|P2 - High|CVE-2026-22747, CVE-2026-47838|User Impersonation|7.8 HIGH|not defined|Upgrade org.springframework.security:spring-security-web to version 6.5.11 or higher.|
|P2 - High|CVE-2023-20862|Session Fixation|6.3 MEDIUM|not defined|Upgrade org.springframework.security:spring-security-web to version 5.7.8, 5.8.3, 6.0.3 or higher.|
|P2 - High|CVE-2024-38827|Authorization Bypass|5.5 MEDIUM|not defined|Upgrade org.springframework.security:spring-security-web to version 5.7.14, 5.8.16, 6.2.8, 6.3.5 or higher.|
|P2 - High|CVE-2026-41706|Open Redirect|5.5 MEDIUM|not defined|Upgrade org.springframework.security:spring-security-web to version 6.5.11, 7.0.6 or higher.|

h2. Notes
* Reachability, business criticality and remediation-effort assessment for each finding are in the attached master CSV (vulnbank_vulnerability_triage.csv).
* Filed from security triage backlog — close this ticket once the component is upgraded to the recommended version and a re-scan shows no regressions."
[Security] Upgrade snakeyaml — 11 known vulnerabilities (Critical),Bug,Highest,snakeyaml,"security,dependency-upgrade,snakeyaml",11,P1 - Critical,1.30,"1.31, 1.32, 2.0","CVE-2022-1471, CVE-2022-38751, CVE-2022-38752, CVE-2022-41854, CVE-2022-25857, CVE-2022-38749, CVE-2022-38750, SNYK-JAVA-ORGYAML-3016891, SNYK-JAVA-ORGYAML-3016888, SNYK-JAVA-ORGYAML-3016889, SNYK-JAVA-ORGYAML-3113851","h2. Summary
Component *snakeyaml* has *11* known vulnerabilities identified by Dependency-Check / Snyk scans.
Current version(s) in use: 1.30
Recommended target version(s): 1.31, 1.32, 2.0

h2. Findings
||Priority||CVE / ID||Title||CVSS||Exploit Maturity||Fix||
|P1 - Critical|CVE-2022-1471|Arbitrary Code Execution|9.8 CRITICAL|proof of concept|Upgrade org.yaml:snakeyaml to version 2.0 or higher.|
|P2 - High|CVE-2022-38751|CWE-787 Out-of-bounds Write, CWE-121 Stack-based Buffer Overflow|6.5 MEDIUM|Proof-of-Concept (CVSS temporal)|See NVD/vendor advisory for patched version|
|P2 - High|CVE-2022-38752|CWE-787 Out-of-bounds Write, CWE-121 Stack-based Buffer Overflow|6.5 MEDIUM|Proof-of-Concept (CVSS temporal)|See NVD/vendor advisory for patched version|
|P2 - High|CVE-2022-41854|CWE-787 Out-of-bounds Write, CWE-121 Stack-based Buffer Overflow|6.5 MEDIUM|Proof-of-Concept (CVSS temporal)|See NVD/vendor advisory for patched version|
|P2 - High|CVE-2022-25857|Denial of Service (DoS)|7.5 HIGH|not defined|Upgrade org.yaml:snakeyaml to version 1.31 or higher.|
|P2 - High|CVE-2022-38749|Denial of Service (DoS)|6.5 MEDIUM|not defined|Upgrade org.yaml:snakeyaml to version 1.31 or higher.|
|P2 - High|CVE-2022-38750|CWE-787 Out-of-bounds Write, CWE-121 Stack-based Buffer Overflow|5.5 MEDIUM|Proof-of-Concept (CVSS temporal)|See NVD/vendor advisory for patched version|
|P2 - High|SNYK-JAVA-ORGYAML-3016891|Stack-based Buffer Overflow|5.5 MEDIUM|proof of concept|Upgrade org.yaml:snakeyaml to version 1.31 or higher.|
|P3 - Medium|SNYK-JAVA-ORGYAML-3016888|Stack-based Buffer Overflow|2.5 LOW|proof of concept|Upgrade org.yaml:snakeyaml to version 1.32 or higher.|
|P3 - Medium|SNYK-JAVA-ORGYAML-3016889|Stack-based Buffer Overflow|2.5 LOW|not defined|Upgrade org.yaml:snakeyaml to version 1.31 or higher.|
|P3 - Medium|SNYK-JAVA-ORGYAML-3113851|Stack-based Buffer Overflow|2.5 LOW|not defined|Upgrade org.yaml:snakeyaml to version 1.32 or higher.|

h2. Notes
* Reachability, business criticality and remediation-effort assessment for each finding are in the attached master CSV (vulnbank_vulnerability_triage.csv).
* Filed from security triage backlog — close this ticket once the component is upgraded to the recommended version and a re-scan shows no regressions."
[Security] Upgrade spring-security-core — 5 known vulnerabilities (Critical),Bug,Highest,spring-security-core,"security,dependency-upgrade,spring-security-core",5,P1 - Critical,5.7.4,"5.7.12, 5.7.14, 6.5.10, 7.0.7","CVE-2022-31690, CVE-2026-59276, CVE-2024-22257, CVE-2026-22746, CVE-2024-38827","h2. Summary
Component *spring-security-core* has *5* known vulnerabilities identified by Dependency-Check / Snyk scans.
Current version(s) in use: 5.7.4
Recommended target version(s): 5.7.12, 5.7.14, 6.5.10, 7.0.7

h2. Findings
||Priority||CVE / ID||Title||CVSS||Exploit Maturity||Fix||
|P1 - Critical|CVE-2022-31690|See NVD description|8.1 HIGH|Proof-of-Concept (CVSS temporal)|See NVD/vendor advisory for patched version|
|P2 - High|CVE-2026-59276|Timing Attack|7.8 HIGH|not defined|Upgrade org.springframework.security:spring-security-core to version 7.0.7, 7.1.1 or higher.|
|P2 - High|CVE-2024-22257|Improper Access Control|7.8 HIGH|not defined|Upgrade org.springframework.security:spring-security-core to version 5.7.12, 5.8.11, 6.0.10, 6.1.8, 6.2.3 or higher.|
|P2 - High|CVE-2026-22746|Information Exposure|5.5 MEDIUM|not defined|Upgrade org.springframework.security:spring-security-core to version 6.5.10, 7.0.5 or higher.|
|P2 - High|CVE-2024-38827|Authorization Bypass|5.5 MEDIUM|not defined|Upgrade org.springframework.security:spring-security-core to version 5.7.14, 5.8.16, 6.2.8, 6.3.5 or higher.|

h2. Notes
* Reachability, business criticality and remediation-effort assessment for each finding are in the attached master CSV (vulnbank_vulnerability_triage.csv).
* Filed from security triage backlog — close this ticket once the component is upgraded to the recommended version and a re-scan shows no regressions."
[Security] Upgrade thymeleaf-spring5 — 3 known vulnerabilities (Critical),Bug,Highest,thymeleaf-spring5,"security,dependency-upgrade,thymeleaf-spring5",3,P1 - Critical,3.0.15.RELEASE,"3.1.4.RELEASE, 3.1.5.RELEASE","CVE-2026-40478, SNYK-JAVA-ORGTHYMELEAF-16078371, SNYK-JAVA-ORGTHYMELEAF-16419368","h2. Summary
Component *thymeleaf-spring5* has *3* known vulnerabilities identified by Dependency-Check / Snyk scans.
Current version(s) in use: 3.0.15.RELEASE
Recommended target version(s): 3.1.4.RELEASE, 3.1.5.RELEASE

h2. Findings
||Priority||CVE / ID||Title||CVSS||Exploit Maturity||Fix||
|P1 - Critical|CVE-2026-40478|Template Injection|9.3 CRITICAL|proof of concept|Upgrade org.thymeleaf:thymeleaf-spring5 to version 3.1.4.RELEASE or higher.|
|P2 - High|SNYK-JAVA-ORGTHYMELEAF-16078371|Template Injection|9.3 CRITICAL|not defined|Upgrade org.thymeleaf:thymeleaf-spring5 to version 3.1.4.RELEASE or higher.|
|P2 - High|SNYK-JAVA-ORGTHYMELEAF-16419368|Expression Language Injection|9.3 CRITICAL|not defined|Upgrade org.thymeleaf:thymeleaf-spring5 to version 3.1.5.RELEASE or higher.|

h2. Notes
* Reachability, business criticality and remediation-effort assessment for each finding are in the attached master CSV (vulnbank_vulnerability_triage.csv).
* Filed from security triage backlog — close this ticket once the component is upgraded to the recommended version and a re-scan shows no regressions."
[Security] Upgrade spring-security-config — 4 known vulnerabilities (Critical),Bug,Highest,spring-security-config,"security,dependency-upgrade,spring-security-config",4,P1 - Critical,5.7.4,"5.6.12, 5.7.14, 5.7.8, 6.5.11","CVE-2023-34034, CVE-2026-22747, CVE-2026-47838, CVE-2023-20862, CVE-2024-38827","h2. Summary
Component *spring-security-config* has *4* known vulnerabilities identified by Dependency-Check / Snyk scans.
Current version(s) in use: 5.7.4
Recommended target version(s): 5.6.12, 5.7.14, 5.7.8, 6.5.11

h2. Findings
||Priority||CVE / ID||Title||CVSS||Exploit Maturity||Fix||
|P1 - Critical|CVE-2023-34034|Access Control Bypass|9.3 CRITICAL|proof of concept|Upgrade org.springframework.security:spring-security-config to version 5.6.12, 5.7.10, 5.8.5, 6.0.5, 6.1.2 or higher.|
|P2 - High|CVE-2026-22747, CVE-2026-47838|User Impersonation|7.8 HIGH|not defined|Upgrade org.springframework.security:spring-security-config to version 6.5.11 or higher.|
|P2 - High|CVE-2023-20862|Session Fixation|6.3 MEDIUM|not defined|Upgrade org.springframework.security:spring-security-config to version 5.7.8, 5.8.3, 6.0.3 or higher.|
|P2 - High|CVE-2024-38827|Authorization Bypass|5.5 MEDIUM|not defined|Upgrade org.springframework.security:spring-security-config to version 5.7.14, 5.8.16, 6.2.8, 6.3.5 or higher.|

h2. Notes
* Reachability, business criticality and remediation-effort assessment for each finding are in the attached master CSV (vulnbank_vulnerability_triage.csv).
* Filed from security triage backlog — close this ticket once the component is upgraded to the recommended version and a re-scan shows no regressions."
[Security] Upgrade jackson-databind — 9 known vulnerabilities (Critical),Bug,Highest,jackson-databind,"security,dependency-upgrade,jackson-databind",9,P1 - Critical,2.13.4.2,"2.14.0-rc1, 2.18.10, 2.18.8, 2.18.9","SNYK-JAVA-COMFASTERXMLJACKSONCORE-17440598, SNYK-JAVA-COMFASTERXMLJACKSONCORE-17440366, SNYK-JAVA-COMFASTERXMLJACKSONCORE-19496766, SNYK-JAVA-COMFASTERXMLJACKSONCORE-17457695, SNYK-JAVA-COMFASTERXMLJACKSONCORE-17434790, SNYK-JAVA-COMFASTERXMLJACKSONCORE-17440326, SNYK-JAVA-COMFASTERXMLJACKSONCORE-19256875, SNYK-JAVA-COMFASTERXMLJACKSONCORE-19477042, CVE-2023-35116","h2. Summary
Component *jackson-databind* has *9* known vulnerabilities identified by Dependency-Check / Snyk scans.
Current version(s) in use: 2.13.4.2
Recommended target version(s): 2.14.0-rc1, 2.18.10, 2.18.8, 2.18.9

h2. Findings
||Priority||CVE / ID||Title||CVSS||Exploit Maturity||Fix||
|P1 - Critical|SNYK-JAVA-COMFASTERXMLJACKSONCORE-17440598|Deserialization of Untrusted Data|9.3 CRITICAL|proof of concept|Upgrade com.fasterxml.jackson.core:jackson-databind to version 2.18.8, 2.21.4 or higher.|
|P2 - High|SNYK-JAVA-COMFASTERXMLJACKSONCORE-17440366|Incomplete List of Disallowed Inputs|9.3 CRITICAL|not defined|Upgrade com.fasterxml.jackson.core:jackson-databind to version 2.18.8, 2.21.4 or higher.|
|P2 - High|SNYK-JAVA-COMFASTERXMLJACKSONCORE-19496766|Deserialization of Untrusted Data|5.5 MEDIUM|proof of concept|Upgrade com.fasterxml.jackson.core:jackson-databind to version 2.18.10, 2.21.6, 2.22.2 or higher.|
|P2 - High|SNYK-JAVA-COMFASTERXMLJACKSONCORE-17457695|Improperly Controlled Modification of Dynamically-Determined Object Attributes|5.5 MEDIUM|proof of concept|Upgrade com.fasterxml.jackson.core:jackson-databind to version 2.18.9, 2.21.5, 2.22.1 or higher.|
|P2 - High|SNYK-JAVA-COMFASTERXMLJACKSONCORE-17434790|Server-side Request Forgery (SSRF)|5.5 MEDIUM|not defined|Upgrade com.fasterxml.jackson.core:jackson-databind to version 2.18.8, 2.21.4 or higher.|
|P2 - High|SNYK-JAVA-COMFASTERXMLJACKSONCORE-17440326|Allocation of Resources Without Limits or Throttling|5.5 MEDIUM|not defined|Upgrade com.fasterxml.jackson.core:jackson-databind to version 2.14.0-rc1 or higher.|
|P2 - High|SNYK-JAVA-COMFASTERXMLJACKSONCORE-19256875|Server-side Request Forgery (SSRF)|5.5 MEDIUM|not defined|Upgrade com.fasterxml.jackson.core:jackson-databind to version 2.18.9, 2.21.5, 2.22.1 or higher.|
|P2 - High|SNYK-JAVA-COMFASTERXMLJACKSONCORE-19477042|Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection')|5.5 MEDIUM|not defined|Upgrade com.fasterxml.jackson.core:jackson-databind to version 2.18.10, 2.21.6, 2.22.2 or higher.|
|P2 - High|CVE-2023-35116|CWE-770 Allocation of Resources Without Limits or Throttling|4.7 MEDIUM|Proof-of-Concept (CVSS temporal)|See NVD/vendor advisory for patched version|

h2. Notes
* Reachability, business criticality and remediation-effort assessment for each finding are in the attached master CSV (vulnbank_vulnerability_triage.csv).
* Filed from security triage backlog — close this ticket once the component is upgraded to the recommended version and a re-scan shows no regressions."
[Security] Upgrade spring-boot — 4 known vulnerabilities (Critical),Bug,Highest,spring-boot,"security,dependency-upgrade,spring-boot",4,P1 - Critical,2.7.5,3.5.14,"CVE-2023-20883, CVE-2026-40975, CVE-2026-40973, CVE-2026-40977","h2. Summary
Component *spring-boot* has *4* known vulnerabilities identified by Dependency-Check / Snyk scans.
Current version(s) in use: 2.7.5
Recommended target version(s): 3.5.14

h2. Findings
||Priority||CVE / ID||Title||CVSS||Exploit Maturity||Fix||
|P1 - Critical|CVE-2023-20883|CWE-400 Uncontrolled Resource Consumption|7.5 HIGH|Proof-of-Concept (CVSS temporal)|See NVD/vendor advisory for patched version|
|P2 - High|CVE-2026-40975|Use of Cryptographically Weak Pseudo-Random Number Generator (PRNG)|7.8 HIGH|not defined|Upgrade org.springframework.boot:spring-boot to version 3.5.14, 4.0.6 or higher.|
|P2 - High|CVE-2026-40973|Insecure Temporary File|7.8 HIGH|not defined|Upgrade org.springframework.boot:spring-boot to version 3.5.14, 4.0.6 or higher.|
|P2 - High|CVE-2026-40977|Symlink Attack|5.5 MEDIUM|not defined|Upgrade org.springframework.boot:spring-boot to version 3.5.14, 4.0.6 or higher.|

h2. Notes
* Reachability, business criticality and remediation-effort assessment for each finding are in the attached master CSV (vulnbank_vulnerability_triage.csv).
* Filed from security triage backlog — close this ticket once the component is upgraded to the recommended version and a re-scan shows no regressions."
